"Gene","Phenotype","Category"
"GMPR","30070#Red blood cell (erythrocyte) distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GMPR","30240#Reticulocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GMPR","30240#Reticulocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GMPR","30240#Reticulocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GMPR","30240#Reticulocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GMPR","30250#Reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GMPR","30250#Reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GMPR","30250#Reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GMPR","30250#Reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GMPR","30290#High light scatter reticulocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GMPR","30290#High light scatter reticulocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GMPR","30290#High light scatter reticulocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GMPR","30290#High light scatter reticulocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GMPR","30300#High light scatter reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GMPR","30300#High light scatter reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GMPR","30300#High light scatter reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GOT1","30650#Aspartate aminotransferase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GOT1","30650#Aspartate aminotransferase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GOT1","30650#Aspartate aminotransferase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GOT1","30650#Aspartate aminotransferase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GOT1","30650#Aspartate aminotransferase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GOT1","30650#Aspartate aminotransferase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GOT1","30650#Aspartate aminotransferase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GOT1","30650#Aspartate aminotransferase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GOT1","30650#Aspartate aminotransferase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30080#Platelet count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30080#Platelet count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30080#Platelet count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30080#Platelet count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30080#Platelet count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30080#Platelet count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30080#Platelet count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30100#Mean platelet (thrombocyte) volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30100#Mean platelet (thrombocyte) volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30100#Mean platelet (thrombocyte) volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30100#Mean platelet (thrombocyte) volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30100#Mean platelet (thrombocyte) volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30100#Mean platelet (thrombocyte) volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30100#Mean platelet (thrombocyte) volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30110#Platelet distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30110#Platelet distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30110#Platelet distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30110#Platelet distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30110#Platelet distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30110#Platelet distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BA","30110#Platelet distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30080#Platelet count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30080#Platelet count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30080#Platelet count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30080#Platelet count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30080#Platelet count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30080#Platelet count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30080#Platelet count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30090#Platelet crit","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30090#Platelet crit","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30090#Platelet crit","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30090#Platelet crit","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30090#Platelet crit","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30100#Mean platelet (thrombocyte) volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30100#Mean platelet (thrombocyte) volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30100#Mean platelet (thrombocyte) volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30100#Mean platelet (thrombocyte) volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30100#Mean platelet (thrombocyte) volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30100#Mean platelet (thrombocyte) volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30100#Mean platelet (thrombocyte) volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30100#Mean platelet (thrombocyte) volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30100#Mean platelet (thrombocyte) volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30110#Platelet distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30110#Platelet distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30110#Platelet distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30110#Platelet distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP1BB","30110#Platelet distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP9","30080#Platelet count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP9","30090#Platelet crit","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP9","30100#Mean platelet (thrombocyte) volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GP9","30110#Platelet distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GPLD1","30610#Alkaline phosphatase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GPLD1","30610#Alkaline phosphatase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GPLD1","30610#Alkaline phosphatase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GPLD1","30610#Alkaline phosphatase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GPLD1","30610#Alkaline phosphatase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GPLD1","30610#Alkaline phosphatase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GPLD1","30610#Alkaline phosphatase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GPLD1","30610#Alkaline phosphatase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GPLD1","30610#Alkaline phosphatase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GPLD1","30610#Alkaline phosphatase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GPR151","48#Waist circumference","Chapter XXI Factors influencing health status and contact with health services"
"GPT","30620#Alanine aminotransferase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GPT","30620#Alanine aminotransferase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GPT","30620#Alanine aminotransferase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GPT","30620#Alanine aminotransferase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GPT","30620#Alanine aminotransferase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GPT","30620#Alanine aminotransferase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GPT","30620#Alanine aminotransferase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GPT","30620#Alanine aminotransferase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GPT","30620#Alanine aminotransferase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GPT","30620#Alanine aminotransferase","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GRAMD2A","50#Standing height","Chapter XXI Factors influencing health status and contact with health services"
"GRK6","30130#Monocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GRK6","30130#Monocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GRK6","30130#Monocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GRK6","30180#Lymphocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GRK6","30190#Monocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GRK6","30190#Monocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GRK6","30190#Monocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GRK6","30200#Neutrophill percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GRK6","30200#Neutrophill percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GRK6","30200#Neutrophill percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"GRK6","30200#Neutrophill percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HAL","23463#Histidine","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HAL","23463#Histidine","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HAL","23463#Histidine","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HAL","23463#Histidine","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HAL","23463#Histidine","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HAL","23463#Histidine","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HAL","23463#Histidine","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HAL","23463#Histidine","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HAL","23463#Histidine","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HAL","23463#Histidine","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HAL","23463#NMR Histidine","NMR Metabolomics"
"HAL","23463#NMR Histidine","NMR Metabolomics"
"HAL","23463#NMR Histidine","NMR Metabolomics"
"HAL","23463#NMR Histidine","NMR Metabolomics"
"HAL","23463#NMR Histidine","NMR Metabolomics"
"HAL","23463#NMR Histidine","NMR Metabolomics"
"HAL","23463#NMR Histidine","NMR Metabolomics"
"HAL","23463#NMR Histidine","NMR Metabolomics"
"HAL","23463#NMR Histidine","NMR Metabolomics"
"HAL","23463#NMR Histidine","NMR Metabolomics"
"HBA2","30010#Red blood cell (erythrocyte) count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBA2","30010#Red blood cell (erythrocyte) count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBA2","30040#Mean corpuscular volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBA2","30040#Mean corpuscular volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBA2","30040#Mean corpuscular volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBA2","30050#Mean corpuscular haemoglobin","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBA2","30050#Mean corpuscular haemoglobin","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBA2","30050#Mean corpuscular haemoglobin","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30010#Red blood cell (erythrocyte) count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30010#Red blood cell (erythrocyte) count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30010#Red blood cell (erythrocyte) count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30010#Red blood cell (erythrocyte) count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30010#Red blood cell (erythrocyte) count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30010#Red blood cell (erythrocyte) count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30010#Red blood cell (erythrocyte) count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30020#Haemoglobin concentration","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30020#Haemoglobin concentration","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30020#Haemoglobin concentration","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30030#Haematocrit percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30030#Haematocrit percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30040#Mean corpuscular volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30040#Mean corpuscular volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30040#Mean corpuscular volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30040#Mean corpuscular volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30040#Mean corpuscular volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30050#Mean corpuscular haemoglobin","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30050#Mean corpuscular haemoglobin","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30050#Mean corpuscular haemoglobin","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30050#Mean corpuscular haemoglobin","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30050#Mean corpuscular haemoglobin","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30060#Mean corpuscular haemoglobin concentration","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30060#Mean corpuscular haemoglobin concentration","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30060#Mean corpuscular haemoglobin concentration","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30060#Mean corpuscular haemoglobin concentration","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30060#Mean corpuscular haemoglobin concentration","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30070#Red blood cell (erythrocyte) distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30070#Red blood cell (erythrocyte) distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30070#Red blood cell (erythrocyte) distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30070#Red blood cell (erythrocyte) distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30070#Red blood cell (erythrocyte) distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30250#Reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30250#Reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30250#Reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30250#Reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30250#Reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30260#Mean reticulocyte volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30260#Mean reticulocyte volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30260#Mean reticulocyte volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30260#Mean reticulocyte volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30260#Mean reticulocyte volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30270#Mean sphered cell volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30270#Mean sphered cell volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30270#Mean sphered cell volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30270#Mean sphered cell volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30270#Mean sphered cell volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30280#Immature reticulocyte fraction","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30280#Immature reticulocyte fraction","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30290#High light scatter reticulocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30290#High light scatter reticulocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30300#High light scatter reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30300#High light scatter reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30300#High light scatter reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30300#High light scatter reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30300#High light scatter reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30840#Total bilirubin","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBB","30840#Total bilirubin","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBM","30040#Mean corpuscular volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBM","30040#Mean corpuscular volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBM","30040#Mean corpuscular volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBM","30050#Mean corpuscular haemoglobin","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBM","30050#Mean corpuscular haemoglobin","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBM","30050#Mean corpuscular haemoglobin","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBM","30240#Reticulocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBM","30260#Mean reticulocyte volume","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBM","30290#High light scatter reticulocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBS1L","30240#Reticulocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBS1L","30240#Reticulocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBS1L","30240#Reticulocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBS1L","30250#Reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBS1L","30250#Reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBS1L","30250#Reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBS1L","30290#High light scatter reticulocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBS1L","30290#High light scatter reticulocyte percentage","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBS1L","30300#High light scatter reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBS1L","30300#High light scatter reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HBS1L","30300#High light scatter reticulocyte count","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HEATR6","30110#Platelet distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HEATR6","30110#Platelet distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HEATR6","30110#Platelet distribution width","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HECTD1","20153#Forced expiratory volume in 1-second (FEV1) predicted","Chapter X Diseases of the respiratory system"
"HECTD1","20153#Forced expiratory volume in 1-second (FEV1) predicted","Chapter X Diseases of the respiratory system"
"HECTD1","50#Standing height","Chapter XXI Factors influencing health status and contact with health services"
"HECTD1","50#Standing height","Chapter XXI Factors influencing health status and contact with health services"
"HELB","3581#Age at menopause (last menstrual period)","Chapter XIV Diseases of the genitourinary system"
"HGFAC","30830#SHBG","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HHIPL1","50#Standing height","Chapter XXI Factors influencing health status and contact with health services"
"HHIPL1","50#Standing height","Chapter XXI Factors influencing health status and contact with health services"
"HHIPL1","50#Standing height","Chapter XXI Factors influencing health status and contact with health services"
"HK1","30750#Glycated haemoglobin (HbA1c)","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HK1","30750#Glycated haemoglobin (HbA1c)","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HK1","30750#Glycated haemoglobin (HbA1c)","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HK1","30750#Glycated haemoglobin (HbA1c)","Chapter XVIII Symptoms signs and abnormal clinical and laboratory findings not elsewhere classified"
"HMCN1","20015#Sitting height","Chapter XXI Factors influencing health status and contact with health services"
"HMCN1","20015#Sitting height","Chapter XXI Factors influencing health status and contact with health services"
"HMCN1","20015#Sitting height","Chapter XXI Factors influencing health status and contact with health services"
"HMCN1","20151#Forced vital capacity (FVC) Best measure","Chapter X Diseases of the respiratory system"
"HMCN1","20151#Forced vital capacity (FVC) Best measure","Chapter X Diseases of the respiratory system"
"HMCN1","20151#Forced vital capacity (FVC) Best measure","Chapter X Diseases of the respiratory system"
"HMCN1","20258#Inverted FEV1/ FVC ratio Z-score","Chapter X Diseases of the respiratory system"
"HMCN1","20258#Inverted FEV1/ FVC ratio Z-score","Chapter X Diseases of the respiratory system"
"HMCN1","20258#Inverted FEV1/ FVC ratio Z-score","Chapter X Diseases of the respiratory system"
"HMCN1","20258#Inverted FEV1/ FVC ratio Z-score","Chapter X Diseases of the respiratory system"
"HMCN1","20258#Inverted FEV1/ FVC ratio Z-score","Chapter X Diseases of the respiratory system"
