"Gene","Phenotype","Category"
"LDLR","41202#I251#Atherosclerotic heart disease","Chapter IX Diseases of the circulatory system"
"LDLR","41202#I251#Atherosclerotic heart disease","Chapter IX Diseases of the circulatory system"
"LDLR","6150#2#Angina","Chapter IX Diseases of the circulatory system"
"LDLR","6150#2#Angina","Chapter IX Diseases of the circulatory system"
"LDLR","6150#2#Angina","Chapter IX Diseases of the circulatory system"
"LDLR","6150#2#Angina","Chapter IX Diseases of the circulatory system"
"LDLR","6150#2#Angina","Chapter IX Diseases of the circulatory system"
"LDLR","union#Block E70-E90#E70-E90 Metabolic disorders","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#Block E70-E90#E70-E90 Metabolic disorders","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#Block E70-E90#E70-E90 Metabolic disorders","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#Block E70-E90#E70-E90 Metabolic disorders","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#Block E70-E90#E70-E90 Metabolic disorders","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#Block E70-E90#E70-E90 Metabolic disorders","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#Block E70-E90#E70-E90 Metabolic disorders","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#Block E70-E90#E70-E90 Metabolic disorders","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#Block E70-E90#E70-E90 Metabolic disorders","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#Block I20-I25#I20-I25 Ischaemic heart diseases","Chapter IX Diseases of the circulatory system"
"LDLR","union#Block I20-I25#I20-I25 Ischaemic heart diseases","Chapter IX Diseases of the circulatory system"
"LDLR","union#Block I20-I25#I20-I25 Ischaemic heart diseases","Chapter IX Diseases of the circulatory system"
"LDLR","union#Block I20-I25#I20-I25 Ischaemic heart diseases","Chapter IX Diseases of the circulatory system"
"LDLR","union#Chapter IV#Chapter IV Endocrine| nutritional and metabolic diseases","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#Chapter IV#Chapter IV Endocrine| nutritional and metabolic diseases","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#Chapter IV#Chapter IV Endocrine| nutritional and metabolic diseases","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#Chapter IV#Chapter IV Endocrine| nutritional and metabolic diseases","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#Chapter IV#Chapter IV Endocrine| nutritional and metabolic diseases","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#Chapter IV#Chapter IV Endocrine| nutritional and metabolic diseases","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#Chapter IV#Chapter IV Endocrine| nutritional and metabolic diseases","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#Chapter IV#Chapter IV Endocrine| nutritional and metabolic diseases","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E669#Obesity unspecified","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E669#Obesity unspecified","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E78#Disorders of lipoprotein metabolism and other lipidaemias","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E78#Disorders of lipoprotein metabolism and other lipidaemias","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E78#Disorders of lipoprotein metabolism and other lipidaemias","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E78#Disorders of lipoprotein metabolism and other lipidaemias","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E78#Disorders of lipoprotein metabolism and other lipidaemias","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E78#Disorders of lipoprotein metabolism and other lipidaemias","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E78#Disorders of lipoprotein metabolism and other lipidaemias","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E78#Disorders of lipoprotein metabolism and other lipidaemias","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E78#Disorders of lipoprotein metabolism and other lipidaemias","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E780#Pure hypercholesterolaemia","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E780#Pure hypercholesterolaemia","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E780#Pure hypercholesterolaemia","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E780#Pure hypercholesterolaemia","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E780#Pure hypercholesterolaemia","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E780#Pure hypercholesterolaemia","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E780#Pure hypercholesterolaemia","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E780#Pure hypercholesterolaemia","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E780#Pure hypercholesterolaemia","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E784#Other hyperlipidaemia","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E785#Hyperlipidaemia unspecified","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E785#Hyperlipidaemia unspecified","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E785#Hyperlipidaemia unspecified","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E785#Hyperlipidaemia unspecified","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#E785#Hyperlipidaemia unspecified","Chapter IV Endocrine nutritional and metabolic diseases"
"LDLR","union#I20#Angina pectoris","Chapter IX Diseases of the circulatory system"
"LDLR","union#I20#Angina pectoris","Chapter IX Diseases of the circulatory system"
"LDLR","union#I20#Angina pectoris","Chapter IX Diseases of the circulatory system"
"LDLR","union#I209#Angina pectoris unspecified","Chapter IX Diseases of the circulatory system"
"LDLR","union#I209#Angina pectoris unspecified","Chapter IX Diseases of the circulatory system"
"LDLR","union#I209#Angina pectoris unspecified","Chapter IX Diseases of the circulatory system"
"LDLR","union#I209#Angina pectoris unspecified","Chapter IX Diseases of the circulatory system"
"LDLR","union#I25#Chronic ischaemic heart disease","Chapter IX Diseases of the circulatory system"
"LDLR","union#I25#Chronic ischaemic heart disease","Chapter IX Diseases of the circulatory system"
"LDLR","union#I25#Chronic ischaemic heart disease","Chapter IX Diseases of the circulatory system"
"LDLR","union#I25#Chronic ischaemic heart disease","Chapter IX Diseases of the circulatory system"
"LDLR","union#I25#Chronic ischaemic heart disease","Chapter IX Diseases of the circulatory system"
"LDLR","union#I25#Chronic ischaemic heart disease","Chapter IX Diseases of the circulatory system"
"LDLR","union#I251#Atherosclerotic heart disease","Chapter IX Diseases of the circulatory system"
"LDLR","union#I251#Atherosclerotic heart disease","Chapter IX Diseases of the circulatory system"
"LDLR","union#I251#Atherosclerotic heart disease","Chapter IX Diseases of the circulatory system"
"LDLR","union#I251#Atherosclerotic heart disease","Chapter IX Diseases of the circulatory system"
"LDLR","union#I251#Atherosclerotic heart disease","Chapter IX Diseases of the circulatory system"
"LDLR","union#I251#Atherosclerotic heart disease","Chapter IX Diseases of the circulatory system"
"LDLR","union#I251#Atherosclerotic heart disease","Chapter IX Diseases of the circulatory system"
"LDLR","union#I252#Old myocardial infarction","Chapter IX Diseases of the circulatory system"
"LDLR","union#I252#Old myocardial infarction","Chapter IX Diseases of the circulatory system"
"LDLR","union#I259#Chronic ischaemic heart disease unspecified","Chapter IX Diseases of the circulatory system"
"LDLR","union#I259#Chronic ischaemic heart disease unspecified","Chapter IX Diseases of the circulatory system"
"LDLR","union#I259#Chronic ischaemic heart disease unspecified","Chapter IX Diseases of the circulatory system"
"LDLR","union#I259#Chronic ischaemic heart disease unspecified","Chapter IX Diseases of the circulatory system"
"LDLR","union#I259#Chronic ischaemic heart disease unspecified","Chapter IX Diseases of the circulatory system"
"LDLR","union#I519#Heart disease unspecified","Chapter IX Diseases of the circulatory system"
"LDLR","union#I519#Heart disease unspecified","Chapter IX Diseases of the circulatory system"
"LDLR","union#I519#Heart disease unspecified","Chapter IX Diseases of the circulatory system"
"LDLR","union#I519#Heart disease unspecified","Chapter IX Diseases of the circulatory system"
"LDLR","union#I519#Heart disease unspecified","Chapter IX Diseases of the circulatory system"
"LDLR","union#Z82#Family history of certain disabilities and chronic diseases leading to disablement","Chapter XXI Factors influencing health status and contact with health services"
"LDLR","union#Z82#Family history of certain disabilities and chronic diseases leading to disablement","Chapter XXI Factors influencing health status and contact with health services"
"LDLR","union#Z82#Family history of certain disabilities and chronic diseases leading to disablement","Chapter XXI Factors influencing health status and contact with health services"
"LDLR","union#Z82#Family history of certain disabilities and chronic diseases leading to disablement","Chapter XXI Factors influencing health status and contact with health services"
"LDLR","union#Z82#Family history of certain disabilities and chronic diseases leading to disablement","Chapter XXI Factors influencing health status and contact with health services"
"LDLR","union#Z824#Family history of ischaemic heart disease and other diseases of the circulatory system","Chapter XXI Factors influencing health status and contact with health services"
"LDLR","union#Z824#Family history of ischaemic heart disease and other diseases of the circulatory system","Chapter XXI Factors influencing health status and contact with health services"
"LDLR","union#Z824#Family history of ischaemic heart disease and other diseases of the circulatory system","Chapter XXI Factors influencing health status and contact with health services"
"LDLR","union#Z824#Family history of ischaemic heart disease and other diseases of the circulatory system","Chapter XXI Factors influencing health status and contact with health services"
"LDLR","union#Z824#Family history of ischaemic heart disease and other diseases of the circulatory system","Chapter XXI Factors influencing health status and contact with health services"
"LIM2","union#H26#Other cataract","Chapter VII Diseases of the eye and adnexa"
"LMNA","131343#Source of report of I44 atrioventricular and left bundle branch block","Chapter IX Diseases of the circulatory system"
"LMNA","131343#Source of report of I44 atrioventricular and left bundle branch block","Chapter IX Diseases of the circulatory system"
"LMNA","131343#Source of report of I44 atrioventricular and left bundle branch block","Chapter IX Diseases of the circulatory system"
"LMNA","41202#I44#Atrioventricular and left bundle-branch block","Chapter IX Diseases of the circulatory system"
"LMNA","union#I44#Atrioventricular and left bundle-branch block","Chapter IX Diseases of the circulatory system"
"LMNA","union#I44#Atrioventricular and left bundle-branch block","Chapter IX Diseases of the circulatory system"
"LRP5","131965#Source of report of M81 osteoporosis without pathological fracture","Chapter XIII Diseases of the musculoskeletal system and connective tissue"
"LRP5","131965#Source of report of M81 osteoporosis without pathological fracture","Chapter XIII Diseases of the musculoskeletal system and connective tissue"
"LRP5","131965#Source of report of M81 osteoporosis without pathological fracture","Chapter XIII Diseases of the musculoskeletal system and connective tissue"
"LRP5","131965#Source of report of M81 osteoporosis without pathological fracture","Chapter XIII Diseases of the musculoskeletal system and connective tissue"
"LRP5","131965#Source of report of M81 osteoporosis without pathological fracture","Chapter XIII Diseases of the musculoskeletal system and connective tissue"
"LRP5","131965#Source of report of M81 osteoporosis without pathological fracture","Chapter XIII Diseases of the musculoskeletal system and connective tissue"
"LRP5","20002#1293#bone disorder","Chapter XIII Diseases of the musculoskeletal system and connective tissue"
"LRP5","union#Block M80-M85#M80-M85 Disorders of bone density and structure","Chapter XIII Diseases of the musculoskeletal system and connective tissue"
"LRP5","union#M81#Osteoporosis without pathological fracture","Chapter XIII Diseases of the musculoskeletal system and connective tissue"
"LRP5","union#M81#Osteoporosis without pathological fracture","Chapter XIII Diseases of the musculoskeletal system and connective tissue"
"LRP5","union#M81#Osteoporosis without pathological fracture","Chapter XIII Diseases of the musculoskeletal system and connective tissue"
"LRP5","union#M81#Osteoporosis without pathological fracture","Chapter XIII Diseases of the musculoskeletal system and connective tissue"
"LRP5","union#M81#Osteoporosis without pathological fracture","Chapter XIII Diseases of the musculoskeletal system and connective tissue"
"LRP5","union#M81#Osteoporosis without pathological fracture","Chapter XIII Diseases of the musculoskeletal system and connective tissue"
"LRP5","union#M819#Osteoporosis unspecified","Chapter XIII Diseases of the musculoskeletal system and connective tissue"
"LRP5","union#M85#Other disorders of bone density and structure","Chapter XIII Diseases of the musculoskeletal system and connective tissue"
"LRP5","union#M85#Other disorders of bone density and structure","Chapter XIII Diseases of the musculoskeletal system and connective tissue"
"MC1R","40006#Block C43-C44#C43-C44 Melanoma and other malignant neoplasms of skin","Chapter II Neoplasms"
"MEN1","130723#Source of report of E21 hyperparathyroidism and other disorders of parathyroid gland","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","130723#Source of report of E21 hyperparathyroidism and other disorders of parathyroid gland","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","130723#Source of report of E21 hyperparathyroidism and other disorders of parathyroid gland","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","20002#1229#parathyroid gland problem (not cancer)","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","20002#1229#parathyroid gland problem (not cancer)","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","20002#1229#parathyroid gland problem (not cancer)","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","20002#1229#parathyroid gland problem (not cancer)","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","40011#8246#Neuroendocrine carcinoma","Chapter II Neoplasms"
"MEN1","40011#8246#Neuroendocrine carcinoma","Chapter II Neoplasms"
"MEN1","41202#Block D37-D48#D37-D48 Neoplasms of uncertain or unknown behaviour","Chapter II Neoplasms"
"MEN1","41202#Block D37-D48#D37-D48 Neoplasms of uncertain or unknown behaviour","Chapter II Neoplasms"
"MEN1","41202#Block E20-E35#E20-E35 Disorders of other endocrine glands","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","41202#Block E20-E35#E20-E35 Disorders of other endocrine glands","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","41202#D44#Neoplasm of uncertain or unknown behaviour of endocrine glands","Chapter II Neoplasms"
"MEN1","41202#D44#Neoplasm of uncertain or unknown behaviour of endocrine glands","Chapter II Neoplasms"
"MEN1","41202#E34#Other endocrine disorders","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","41202#E34#Other endocrine disorders","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","41202#E349#Endocrine disorder unspecified","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","41202#E349#Endocrine disorder unspecified","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","union#Block D37-D48#D37-D48 Neoplasms of uncertain or unknown behaviour","Chapter II Neoplasms"
"MEN1","union#Block D37-D48#D37-D48 Neoplasms of uncertain or unknown behaviour","Chapter II Neoplasms"
"MEN1","union#Block E20-E35#E20-E35 Disorders of other endocrine glands","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","union#Block E20-E35#E20-E35 Disorders of other endocrine glands","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","union#D44#Neoplasm of uncertain or unknown behaviour of endocrine glands","Chapter II Neoplasms"
"MEN1","union#D44#Neoplasm of uncertain or unknown behaviour of endocrine glands","Chapter II Neoplasms"
"MEN1","union#D44#Neoplasm of uncertain or unknown behaviour of endocrine glands","Chapter II Neoplasms"
"MEN1","union#D44#Neoplasm of uncertain or unknown behaviour of endocrine glands","Chapter II Neoplasms"
"MEN1","union#D44#Neoplasm of uncertain or unknown behaviour of endocrine glands","Chapter II Neoplasms"
"MEN1","union#D44#Neoplasm of uncertain or unknown behaviour of endocrine glands","Chapter II Neoplasms"
"MEN1","union#D44#Neoplasm of uncertain or unknown behaviour of endocrine glands","Chapter II Neoplasms"
"MEN1","union#E21#Hyperparathyroidism and other disorders of parathyroid gland","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","union#E21#Hyperparathyroidism and other disorders of parathyroid gland","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","union#E21#Hyperparathyroidism and other disorders of parathyroid gland","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","union#E210#Primary hyperparathyroidism","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","union#E210#Primary hyperparathyroidism","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","union#E213#Hyperparathyroidism unspecified","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","union#E213#Hyperparathyroidism unspecified","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","union#E349#Endocrine disorder unspecified","Chapter IV Endocrine nutritional and metabolic diseases"
"MEN1","union#E349#Endocrine disorder unspecified","Chapter IV Endocrine nutritional and metabolic diseases"
"MIP","131167#Source of report of H26 other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","131167#Source of report of H26 other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","131167#Source of report of H26 other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","131167#Source of report of H26 other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","131167#Source of report of H26 other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","131167#Source of report of H26 other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","131167#Source of report of H26 other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","132453#Source of report of Q12 congenital lens malformations","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","132453#Source of report of Q12 congenital lens malformations","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","132453#Source of report of Q12 congenital lens malformations","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","132453#Source of report of Q12 congenital lens malformations","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","132453#Source of report of Q12 congenital lens malformations","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","132453#Source of report of Q12 congenital lens malformations","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","132453#Source of report of Q12 congenital lens malformations","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","132453#Source of report of Q12 congenital lens malformations","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","20002#1242#eye|eyelid problem","Chapter VII Diseases of the eye and adnexa"
"MIP","20002#1242#eye|eyelid problem","Chapter VII Diseases of the eye and adnexa"
"MIP","20002#1278#cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","20002#1278#cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","20002#1278#cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","20002#1278#cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","20002#1278#cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","20002#1278#cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#Block H25-H28#H25-H28 Disorders of lens","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#Block H25-H28#H25-H28 Disorders of lens","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#Block H25-H28#H25-H28 Disorders of lens","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#Block H25-H28#H25-H28 Disorders of lens","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#Block H25-H28#H25-H28 Disorders of lens","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#Block H25-H28#H25-H28 Disorders of lens","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#Block H25-H28#H25-H28 Disorders of lens","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#ChapterVII#Chapter VII Diseases of the eye and adnexa","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#ChapterVII#Chapter VII Diseases of the eye and adnexa","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#ChapterVII#Chapter VII Diseases of the eye and adnexa","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#ChapterVII#Chapter VII Diseases of the eye and adnexa","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#ChapterVII#Chapter VII Diseases of the eye and adnexa","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#ChapterVII#Chapter VII Diseases of the eye and adnexa","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#H26#Other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#H26#Other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#H26#Other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#H26#Other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#H26#Other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#H26#Other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#H26#Other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#H269#Cataract unspecified","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#H269#Cataract unspecified","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#H269#Cataract unspecified","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#H269#Cataract unspecified","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#H269#Cataract unspecified","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#H269#Cataract unspecified","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#H269#Cataract unspecified","Chapter VII Diseases of the eye and adnexa"
"MIP","41202#Q12#Congenital lens malformations","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","41202#Q12#Congenital lens malformations","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","41202#Q12#Congenital lens malformations","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","41202#Q12#Congenital lens malformations","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","41202#Q120#Congenital cataract","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","41202#Q120#Congenital cataract","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","41202#Q120#Congenital cataract","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","41202#Q120#Congenital cataract","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","union#Block H25-H28#H25-H28 Disorders of lens","Chapter VII Diseases of the eye and adnexa"
"MIP","union#Block H25-H28#H25-H28 Disorders of lens","Chapter VII Diseases of the eye and adnexa"
"MIP","union#Block H25-H28#H25-H28 Disorders of lens","Chapter VII Diseases of the eye and adnexa"
"MIP","union#Block H25-H28#H25-H28 Disorders of lens","Chapter VII Diseases of the eye and adnexa"
"MIP","union#Block H25-H28#H25-H28 Disorders of lens","Chapter VII Diseases of the eye and adnexa"
"MIP","union#Block H25-H28#H25-H28 Disorders of lens","Chapter VII Diseases of the eye and adnexa"
"MIP","union#Block H25-H28#H25-H28 Disorders of lens","Chapter VII Diseases of the eye and adnexa"
"MIP","union#Block Q10-Q18#Q10-Q18 Congenital malformations of eye| ear| face and neck","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","union#Chapter VII#Chapter VII Diseases of the eye and adnexa","Chapter VII Diseases of the eye and adnexa"
"MIP","union#Chapter VII#Chapter VII Diseases of the eye and adnexa","Chapter VII Diseases of the eye and adnexa"
"MIP","union#Chapter VII#Chapter VII Diseases of the eye and adnexa","Chapter VII Diseases of the eye and adnexa"
"MIP","union#Chapter VII#Chapter VII Diseases of the eye and adnexa","Chapter VII Diseases of the eye and adnexa"
"MIP","union#Chapter VII#Chapter VII Diseases of the eye and adnexa","Chapter VII Diseases of the eye and adnexa"
"MIP","union#H029#Disorder of eyelid unspecified","Chapter VII Diseases of the eye and adnexa"
"MIP","union#H029#Disorder of eyelid unspecified","Chapter VII Diseases of the eye and adnexa"
"MIP","union#H029#Disorder of eyelid unspecified","Chapter VII Diseases of the eye and adnexa"
"MIP","union#H029#Disorder of eyelid unspecified","Chapter VII Diseases of the eye and adnexa"
"MIP","union#H26#Other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","union#H26#Other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","union#H26#Other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","union#H26#Other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","union#H26#Other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","union#H26#Other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","union#H26#Other cataract","Chapter VII Diseases of the eye and adnexa"
"MIP","union#H269#Cataract unspecified","Chapter VII Diseases of the eye and adnexa"
"MIP","union#H269#Cataract unspecified","Chapter VII Diseases of the eye and adnexa"
"MIP","union#H269#Cataract unspecified","Chapter VII Diseases of the eye and adnexa"
"MIP","union#H269#Cataract unspecified","Chapter VII Diseases of the eye and adnexa"
"MIP","union#H269#Cataract unspecified","Chapter VII Diseases of the eye and adnexa"
"MIP","union#H269#Cataract unspecified","Chapter VII Diseases of the eye and adnexa"
"MIP","union#Q12#Congenital lens malformations","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","union#Q12#Congenital lens malformations","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","union#Q12#Congenital lens malformations","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","union#Q12#Congenital lens malformations","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","union#Q12#Congenital lens malformations","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","union#Q12#Congenital lens malformations","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","union#Q12#Congenital lens malformations","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","union#Q12#Congenital lens malformations","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","union#Q120#Congenital cataract","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","union#Q120#Congenital cataract","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","union#Q120#Congenital cataract","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","union#Q120#Congenital cataract","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MIP","union#Q120#Congenital cataract","Chapter XVII Congenital malformations deformations and chromosomal abnormalities"
"MLH1","20001#1020#large bowel cancer|colorectal cancer","Chapter II Neoplasms"
"MLH1","20001#1020#large bowel cancer|colorectal cancer","Chapter II Neoplasms"
"MLH1","20001#1020#large bowel cancer|colorectal cancer","Chapter II Neoplasms"
"MLH1","20001#1020#large bowel cancer|colorectal cancer","Chapter II Neoplasms"
"MLH1","20001#1020#large bowel cancer|colorectal cancer","Chapter II Neoplasms"
"MLH1","20001#1022#colon cancer|sigmoid cancer","Chapter II Neoplasms"
"MLH1","20001#1022#colon cancer|sigmoid cancer","Chapter II Neoplasms"
"MLH1","20001#1040#uterine|endometrial cancer","Chapter II Neoplasms"
"MLH1","20001#1040#uterine|endometrial cancer","Chapter II Neoplasms"
"MLH1","20001#1040#uterine|endometrial cancer","Chapter II Neoplasms"
"MLH1","20001#1040#uterine|endometrial cancer","Chapter II Neoplasms"
"MLH1","40006#Block C15-C26#C15-C26 Malignant neoplasms of digestive organs","Chapter II Neoplasms"
"MLH1","40006#Block C15-C26#C15-C26 Malignant neoplasms of digestive organs","Chapter II Neoplasms"
"MLH1","40006#Block C15-C26#C15-C26 Malignant neoplasms of digestive organs","Chapter II Neoplasms"
"MLH1","40006#Block C15-C26#C15-C26 Malignant neoplasms of digestive organs","Chapter II Neoplasms"
"MLH1","40006#Block C15-C26#C15-C26 Malignant neoplasms of digestive organs","Chapter II Neoplasms"
"MLH1","40006#C18#Malignant neoplasm of colon","Chapter II Neoplasms"
"MLH1","40006#C18#Malignant neoplasm of colon","Chapter II Neoplasms"
"MLH1","40006#C18#Malignant neoplasm of colon","Chapter II Neoplasms"
"MLH1","40006#C18#Malignant neoplasm of colon","Chapter II Neoplasms"
"MLH1","40006#C18#Malignant neoplasm of colon","Chapter II Neoplasms"
"MLH1","41202#Block Z00-Z13#Z00-Z13 Persons encountering health services for examination and investigation","Chapter XXI Factors influencing health status and contact with health services"
